--- Hasil Analisis Kinerja Solver ---

Konfigurasi      : 3.txt (30x30, 135 bom)
Solver Digunakan : Classic Greedy
Jumlah Percobaan : 1000

--- Ringkasan Statistik ---
Jumlah Keberhasilan: 490 (49.00%)
Jumlah Kegagalan   : 510
Rata-rata Waktu    : 22.60 ms (untuk percobaan yang berhasil)
Rata-rata Langkah  : 401.51 langkah (untuk percobaan yang berhasil)

--- Rincian Percobaan yang Berhasil ---
Percobaan #380: Waktu = 22 ms, Langkah = 408
Percobaan #381: Waktu = 22 ms, Langkah = 433
Percobaan #382: Waktu = 21 ms, Langkah = 431
Percobaan #383: Waktu = 28 ms, Langkah = 373
Percobaan #384: Waktu = 26 ms, Langkah = 381
Percobaan #385: Waktu = 26 ms, Langkah = 376
Percobaan #386: Waktu = 23 ms, Langkah = 422
Percobaan #387: Waktu = 21 ms, Langkah = 450
Percobaan #388: Waktu = 20 ms, Langkah = 401
Percobaan #389: Waktu = 21 ms, Langkah = 389
Percobaan #390: Waktu = 22 ms, Langkah = 397
Percobaan #391: Waktu = 23 ms, Langkah = 406
Percobaan #392: Waktu = 18 ms, Langkah = 376
Percobaan #393: Waktu = 21 ms, Langkah = 412
Percobaan #394: Waktu = 19 ms, Langkah = 354
Percobaan #395: Waktu = 22 ms, Langkah = 406
Percobaan #396: Waktu = 21 ms, Langkah = 421
Percobaan #397: Waktu = 24 ms, Langkah = 365
Percobaan #398: Waktu = 26 ms, Langkah = 432
Percobaan #399: Waktu = 25 ms, Langkah = 398
Percobaan #400: Waktu = 24 ms, Langkah = 376
Percobaan #401: Waktu = 22 ms, Langkah = 423
Percobaan #402: Waktu = 20 ms, Langkah = 395
Percobaan #403: Waktu = 21 ms, Langkah = 416
Percobaan #404: Waktu = 20 ms, Langkah = 403
Percobaan #405: Waktu = 21 ms, Langkah = 390
Percobaan #406: Waktu = 23 ms, Langkah = 461
Percobaan #407: Waktu = 15 ms, Langkah = 340
Percobaan #408: Waktu = 20 ms, Langkah = 411
Percobaan #409: Waktu = 20 ms, Langkah = 416
Percobaan #410: Waktu = 21 ms, Langkah = 386
Percobaan #411: Waktu = 21 ms, Langkah = 375
Percobaan #412: Waktu = 25 ms, Langkah = 381
Percobaan #413: Waktu = 29 ms, Langkah = 400
Percobaan #414: Waktu = 26 ms, Langkah = 451
Percobaan #415: Waktu = 19 ms, Langkah = 373
Percobaan #416: Waktu = 21 ms, Langkah = 435
Percobaan #417: Waktu = 22 ms, Langkah = 406
Percobaan #418: Waktu = 22 ms, Langkah = 392
Percobaan #419: Waktu = 34 ms, Langkah = 380
Percobaan #420: Waktu = 34 ms, Langkah = 411
Percobaan #421: Waktu = 30 ms, Langkah = 387
Percobaan #422: Waktu = 25 ms, Langkah = 383
Percobaan #423: Waktu = 28 ms, Langkah = 416
Percobaan #424: Waktu = 30 ms, Langkah = 382
